,License #,is_ADU_builder,ADU_performance_score,Bldg-New_count,Bldg-Alter/Repair_count,Bldg-Addition_count,2020_proj_count,2019_proj_count,2018_proj_count,2017_proj_count,2016_proj_count,2015_proj_count,2014_proj_count,2013_proj_count,experience,non_ADU_proj_count,non_ADU_avg_insp,non_ADU_avg_time_per_insp
1733,1007190.0,True,12.5,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,348,3,4.333333333333333,25.916666666666668
1745,1003511.0,True,41.666666666666664,0.0,6.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,2340,6,5.666666666666667,18.51590909090909
1751,890424.0,True,11.421052631578949,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2659,4,7.0,25.772916666666667
1756,991923.0,True,40.1,0.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2437,4,6.75,47.92743506493507
1766,995114.0,True,16.727272727272727,0.0,11.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0,0.0,2121,10,5.8,8.11095238095238
1769,835617.0,True,26.1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,714,1,14.0,47.142857142857146
1772,856262.0,True,18.41176470588235,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,531,1,10.0,25.9
1773,960851.0,True,18.5,0.0,3.0,8.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,2000,10,12.4,30.476169218675608
1775,937863.0,True,11.755012600787827,2.0,13.0,10.0,0.0,1.0,2.0,11.0,8.0,2.0,0.0,1.0,2344,22,7.954545454545454,45.45184194890077
1779,906240.0,True,4.5,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,434,1,4.0,22.5
1781,985077.0,True,8.258064516129032,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1286,2,15.0,32.604166666666664
1785,971446.0,True,13.399999999999999,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1745,2,9.0,22.506493506493506
1786,989844.0,True,18.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,509,3,11.0,33.794871794871796
1790,735850.0,True,27.066666666666663,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1265,2,4.5,30.125
1791,943379.0,True,14.041056888936193,0.0,6.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,929,4,4.5,24.35
1794,667129.0,True,16.2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1178,3,6.666666666666667,28.90740740740741
1796,952950.0,True,110.6,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,385,1,9.0,56.22222222222222
1801,1017702.0,True,16.379782790309108,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,317,1,8.0,47.0
1803,938008.0,True,45.142857142857146,0.0,6.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,2023,6,5.5,16.164285714285715
1805,890260.0,True,14.213942986169913,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2345,1,13.0,7.769230769230769
1815,979413.0,True,3.388888888888889,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2302,1,8.0,35.125
1816,790483.0,True,14.727272727272728,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,315,4,14.0,25.013591800356505
1821,369914.0,True,16.82791922739245,2.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2205,4,9.75,36.40327380952381
1839,1041138.0,True,16.571428571428573,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,646,1,8.0,28.125
1845,583386.0,True,18.823529411764707,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,434,4,9.0,19.447222222222223
1846,727590.0,True,57.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,659,3,7.666666666666667,84.46666666666667
1848,684030.0,True,31.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,470,1,6.0,16.333333333333332
1849,543393.0,True,24.90909090909091,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2512,3,6.0,18.26388888888889
1852,1031128.0,True,3.12,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,352,2,9.0,14.839285714285714
1854,627319.0,True,8.11111111111111,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1261,2,10.5,15.822727272727274
1862,544791.0,True,13.923076923076923,2.0,7.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,3.0,2484,10,6.9,27.957896825396823
1868,696333.0,True,26.133333333333333,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2298,1,17.0,3.7058823529411766
1872,541421.0,True,19.058823529411764,4.0,5.0,4.0,0.0,0.0,0.0,6.0,0.0,3.0,2.0,2.0,2386,12,13.25,41.06093073593074
1895,978411.0,True,35.45,0.0,3.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2563,5,13.6,19.391773504273505
1900,988119.0,True,12.748976365709549,1.0,11.0,7.0,0.0,1.0,4.0,2.0,2.0,3.0,5.0,2.0,2319,15,8.733333333333333,40.48341928602799
1909,732777.0,True,25.4,3.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,589,6,14.333333333333334,31.114881850175966
1930,294504.0,True,22.6,3.0,5.0,7.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,6.0,2197,14,13.5,37.15430900621118
1940,980007.0,True,14.866666666666667,0.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,750,5,7.6,35.26713286713287
1943,999353.0,True,2.8,0.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2084,3,10.333333333333334,22.319825708061
1952,929036.0,True,12.61111111111111,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2597,5,10.4,60.47155844155843
1953,988826.0,True,16.764705882352942,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,230,1,4.0,26.0
1956,948621.0,True,34.8,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1118,5,8.8,6.475
1959,863245.0,True,16.457110363684762,1.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,2105,5,6.6,74.64047619047619
1982,894514.0,True,16.473684210526315,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1616,4,7.0,17.422023809523807
1983,966131.0,True,26.424489795918372,1.0,26.0,3.0,0.0,0.0,0.0,8.0,6.0,10.0,4.0,2.0,2597,28,5.035714285714286,28.0438350340136
1994,920657.0,True,11.670145524677828,0.0,18.0,5.0,2.0,0.0,12.0,2.0,0.0,3.0,1.0,3.0,2711,20,6.25,12.175238095238097
1995,820095.0,True,15.8,0.0,5.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,756,5,5.2,36.47142857142857
2000,935880.0,True,12.53846153846154,0.0,7.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,1393,8,5.375,32.14642857142857
2009,768361.0,True,30.75044507278249,2.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1755,5,10.8,43.04238095238095
2028,914440.0,True,24.62986932938856,3.0,12.0,4.0,0.0,1.0,1.0,9.0,1.0,5.0,0.0,2.0,2631,17,7.0,34.482306255835674
2030,833904.0,True,46.6,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,692,2,9.5,18.4
2034,617230.0,True,6.689655172413793,0.0,5.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,895,7,7.428571428571429,13.147619047619047
2039,696948.0,True,23.307692307692307,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,331,1,8.0,32.25
2046,509046.0,True,33.0,2.0,6.0,4.0,0.0,0.0,4.0,1.0,2.0,3.0,0.0,2.0,2520,11,11.545454545454545,38.59083747135218
2055,910172.0,True,4.023809523809524,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2345,3,9.333333333333334,73.0
2056,796602.0,True,4.759999999999999,0.0,6.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,1205,9,14.666666666666666,17.12912992357437
2064,690788.0,True,11.2,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1715,1,15.0,33.53333333333333
2076,725868.0,True,4.294117647058823,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,471,1,16.0,17.3125
2082,1000372.0,True,3.142857142857143,0.0,4.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1105,5,13.2,11.03281512605042
2090,952189.0,True,25.53846153846154,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2555,2,9.5,40.705128205128204
2101,377173.0,True,18.2,1.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,1973,7,10.0,44.68275613275613
2118,927263.0,True,13.133333333333331,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,364,2,9.5,41.955555555555556
2120,1026084.0,True,11.623015873015873,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,792,2,11.5,25.42156862745098
2130,910398.0,True,4.142857142857143,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,649,2,6.5,7.555555555555555
2147,775448.0,True,20.599999999999998,0.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1303,5,6.6,23.723809523809525
2148,404075.0,True,4.357142857142857,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,812,1,9.0,2.4444444444444446
2151,711812.0,True,19.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,161,1,7.0,26.571428571428573
2156,1016627.0,True,13.090909090909092,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,992,2,9.0,56.166666666666664
2166,897113.0,True,14.187499999999998,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,663,2,13.0,27.03846153846154
2170,911257.0,True,6.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1745,2,8.0,25.0
2197,583464.0,True,16.136363636363637,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1843,3,8.333333333333334,62.39285714285714
2202,336579.0,True,7.076923076923077,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1430,1,8.0,38.375
2219,918705.0,True,40.0,0.0,12.0,2.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,5.0,2724,13,8.153846153846153,27.448787625418067
2229,992179.0,True,18.365312107247593,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1967,3,5.666666666666667,10.948412698412698
2233,861951.0,True,7.948717948717949,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,835,5,12.8,17.122699849170438
2240,973271.0,True,20.170159232072276,1.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2085,2,8.0,31.55
2254,715043.0,True,6.555555555555555,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,933,3,9.0,23.135353535353534
2269,702282.0,True,9.1,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,380,2,12.5,10.8
2276,845932.0,True,19.444444444444443,0.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,2470,5,7.0,58.25333333333333
2281,915628.0,True,14.058823529411764,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,860,4,8.75,8.112179487179489
2286,925739.0,True,24.857142857142858,2.0,8.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,6.0,2346,13,9.76923076923077,55.84402377411428
2287,632901.0,True,11.928571428571429,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1223,4,7.75,18.702380952380953
2308,852091.0,True,24.437500000000004,0.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,981,4,9.25,44.690625
2314,767176.0,True,55.0,0.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,2359,8,8.625,69.1224587912088
2323,898722.0,True,10.7,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2662,3,10.0,12.551851851851852
2330,507712.0,True,28.714285714285715,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,307,1,9.0,3.888888888888889
2338,412420.0,True,19.705882352941178,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,467,1,4.0,14.25
2355,368107.0,True,16.029418451350963,0.0,6.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,358,3,5.666666666666667,34.86111111111111
2372,881510.0,True,4.666666666666667,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,596,2,12.5,45.65
2409,982016.0,True,4.833333333333333,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2455,3,6.666666666666667,31.625757575757575
2414,1002172.0,True,27.33333333333333,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,751,2,4.5,26.375
2418,610473.0,True,17.58283529336161,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2322,3,7.666666666666667,13.883597883597881
2470,905405.0,True,25.09917738384892,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1939,2,4.5,30.75
2496,415598.0,True,25.136363636363637,1.0,4.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,958,9,11.88888888888889,25.781712962962963
2508,1016390.0,True,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,693,1,6.0,50.833333333333336
2527,800848.0,True,19.555555555555557,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1569,3,8.333333333333334,36.08690476190476
2528,1028323.0,True,13.125,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,351,1,9.0,17.0
2536,637434.0,True,43.5,0.0,6.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2270,8,6.625,48.04548160173161
2552,1008383.0,True,21.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1055,2,4.0,75.75
2555,965168.0,True,7.470588235294118,0.0,6.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2612,9,8.333333333333334,21.561199294532624
2573,300521.0,True,36.13636363636363,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1371,5,7.8,25.635
2577,752566.0,True,6.5,0.0,16.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,5.0,2.0,2730,15,5.666666666666667,10.171269841269842
2584,553992.0,True,79.57142857142857,1.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,883,6,12.166666666666666,32.623270248270245
2604,917195.0,True,8.4,0.0,1.0,6.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1605,6,10.333333333333334,17.890686274509804
2617,707159.0,True,4.166666666666667,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1302,3,6.666666666666667,20.403703703703705
2623,469633.0,True,7.611111111111112,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,845,6,6.166666666666667,33.272420634920636
2629,877487.0,True,10.5,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,1661,6,8.666666666666666,11.527777777777779
2631,981010.0,True,6.142857142857143,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,723,3,5.666666666666667,10.503968253968255
2658,538475.0,True,8.714285714285714,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1605,1,9.0,44.888888888888886
2671,466880.0,True,11.058823529411764,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,462,3,10.0,54.72948717948719
2675,1026991.0,True,5.625,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,565,1,9.0,23.0
2710,935307.0,True,8.75,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2637,2,7.5,22.6
2714,979219.0,True,2.5,0.0,12.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,0.0,1776,11,4.818181818181818,10.233116883116885
2716,791641.0,True,8.076923076923077,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,160,1,12.0,38.666666666666664
2719,900764.0,True,5.714285714285714,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2526,4,9.5,47.10416666666667
2744,477560.0,True,8.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1059,1,14.0,16.571428571428573
2766,384877.0,True,9.5,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1339,3,8.666666666666666,21.545454545454547
2797,966813.0,True,60.22222222222222,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2143,3,7.666666666666667,36.08888888888889
2816,660314.0,True,6.3076923076923075,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2576,3,8.333333333333334,12.215151515151517
2826,999610.0,True,11.042328042328043,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2588,2,10.5,25.616666666666667
2835,872737.0,True,20.60789980732177,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1041,1,12.0,19.833333333333332
2848,464766.0,True,6.62962962962963,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2065,2,9.5,28.016666666666666
2854,1017802.0,True,28.836598184424272,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,316,1,5.0,68.4
2860,1006587.0,True,8.833333333333334,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1615,1,5.0,4.0
2890,921192.0,True,6.2,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1436,1,4.0,17.5
2891,622152.0,True,36.333333333333336,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,796,4,7.5,8.508333333333333
2892,859194.0,True,10.142857142857142,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2591,6,9.666666666666666,31.38249838396897
2896,970576.0,True,13.699134199134201,0.0,10.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1853,5,7.2,15.988888888888889
2901,941095.0,True,8.727272727272727,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1695,1,6.0,21.5
2925,908330.0,True,3.75,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,398,2,10.0,10.1875
2929,816785.0,True,6.162162162162162,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1167,1,14.0,16.571428571428573
2937,790069.0,True,18.615384615384617,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,139,1,6.0,9.166666666666666
2940,948620.0,True,25.32663500182682,0.0,3.0,5.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,1658,6,11.5,22.464430014430018
2959,716946.0,True,34.825056116722784,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2423,3,10.333333333333334,17.301851851851854
2989,897293.0,True,15.37037037037037,6.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1805,6,4.666666666666667,16.417857142857144
2999,912236.0,True,105.25,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,326,1,9.0,6.777777777777778
3003,855007.0,True,15.23076923076923,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1758,1,5.0,10.8
3009,880508.0,True,16.375,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2498,5,8.8,52.265454545454546
3013,970371.0,True,20.11111111111111,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1850,3,9.0,23.132936507936506
3057,546524.0,True,21.636363636363637,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,443,2,9.0,61.2375
3063,1011127.0,True,30.66666666666667,0.0,1.0,5.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1491,5,8.6,39.05380952380953
3090,906540.0,True,1.4444444444444444,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,778,1,10.0,21.9
3115,1025283.0,True,4.666666666666667,0.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1010,4,5.5,16.895833333333332
3148,819976.0,True,3.8571428571428568,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2169,2,8.5,11.8
3162,890518.0,True,30.300000000000004,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,226,1,5.0,98.6
3180,896510.0,True,6.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1288,1,22.0,23.681818181818183
3197,963377.0,True,45.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,834,1,14.0,9.571428571428571
3199,1009142.0,True,30.75,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1014,3,6.0,31.736111111111114
3217,1002010.0,True,7.387096774193549,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2584,4,13.5,61.132440476190474
3221,922947.0,True,7.173913043478261,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,506,1,5.0,12.8
3229,962356.0,True,9.0,2.0,4.0,5.0,0.0,0.0,2.0,3.0,0.0,4.0,2.0,0.0,2288,10,8.0,27.806673881673884
3263,686859.0,True,23.428571428571427,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2058,2,5.0,53.875
3267,984353.0,True,24.90909090909091,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,223,1,16.0,20.5625
3271,912819.0,True,24.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2529,2,7.0,13.322222222222221
3292,948226.0,True,13.933333333333334,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2435,2,13.5,22.769886363636363
3313,450270.0,True,34.75,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,364,3,4.333333333333333,24.7
3324,980472.0,True,6.4375,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1994,1,6.0,22.166666666666668
3337,1001100.0,True,4.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2737,2,4.5,18.4
3341,1011969.0,True,83.4,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,344,1,4.0,15.5
3346,939788.0,True,22.285714285714285,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,516,2,7.0,44.45
3360,1024805.0,True,3.973684210526316,0.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2262,4,6.25,10.125
3393,606749.0,True,32.75,0.0,3.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1933,4,9.25,19.308333333333334
3425,898567.0,True,2.75,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,442,1,12.0,19.666666666666668
3451,1021044.0,True,59.166666666666664,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,415,1,21.0,21.38095238095238
3521,975903.0,True,10.444444444444445,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,449,1,19.0,9.526315789473685
3534,1044594.0,True,13.346153846153847,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,336,1,12.0,28.666666666666668
3538,987864.0,True,4.521739130434782,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1197,1,11.0,41.18181818181818
3550,987065.0,True,9.833333333333334,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,726,1,9.0,31.88888888888889
3557,933102.0,True,20.533333333333335,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,306,2,6.5,18.2
3575,851569.0,True,9.25,0.0,6.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,2231,8,9.375,14.256277056277057
3649,864959.0,True,107.5,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,310,2,6.5,131.81944444444446
3657,985199.0,True,30.933333333333334,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,467,1,7.0,5.571428571428571
3677,896465.0,True,19.466666666666665,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1184,2,4.5,8.0
3684,967654.0,True,11.5,0.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1798,4,4.75,30.892857142857142
3709,725473.0,True,5.7272727272727275,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,359,1,5.0,18.4
3723,1012582.0,True,3.888888888888889,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,386,2,4.5,18.4
3741,776552.0,True,9.747482191107837,0.0,9.0,4.0,0.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,2484,11,10.636363636363637,18.739298764027073
3751,675774.0,True,14.166666666666666,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,470,1,6.0,139.5
3763,795058.0,True,53.75,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1273,3,9.333333333333334,115.67361111111113
