,License #,is_ADU_builder,ADU_performance_score,Bldg-New_count,Bldg-Alter/Repair_count,Bldg-Addition_count,2020_proj_count,2019_proj_count,2018_proj_count,2017_proj_count,2016_proj_count,2015_proj_count,2014_proj_count,2013_proj_count,experience,non_ADU_proj_count,non_ADU_avg_insp,non_ADU_avg_time_per_insp
920,885032.0,True,13.128140390780457,1.0,14.0,6.0,2.0,5.0,4.0,4.0,3.0,1.0,2.0,0.0,2443,14,7.571428571428571,15.092403628117912
921,951122.0,True,19.984785615491006,1.0,15.0,5.0,0.0,3.0,7.0,6.0,1.0,3.0,1.0,0.0,1840,17,6.705882352941177,30.65081519787402
922,1034506.0,True,4.5,0.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1457,6,7.0,23.204487179487177
923,990821.0,True,16.246114725556676,0.0,10.0,3.0,0.0,1.0,3.0,5.0,0.0,4.0,0.0,0.0,2247,9,6.666666666666667,31.166714766714765
927,910993.0,True,21.03846153846154,1.0,10.0,2.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,0.0,2207,12,6.666666666666667,42.584205146705145
931,1020558.0,True,18.69685205379862,1.0,4.0,5.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,1423,4,12.75,19.980555555555554
937,709722.0,True,10.448793322446015,11.0,8.0,10.0,0.0,3.0,1.0,2.0,5.0,12.0,5.0,1.0,2382,27,11.88888888888889,35.92883197049864
948,477714.0,True,17.083333333333332,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1590,4,11.0,82.7310606060606
953,778080.0,True,3.076923076923077,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,365,4,4.5,22.708333333333332
957,605391.0,True,11.889358519454387,3.0,15.0,6.0,0.0,14.0,6.0,0.0,1.0,0.0,2.0,1.0,1826,13,4.6923076923076925,31.761538461538464
962,413563.0,True,55.666666666666664,0.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,320,5,7.0,26.73
972,951083.0,True,18.166666666666668,0.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,736,4,7.0,18.835714285714285
983,762655.0,True,32.0,0.0,24.0,1.0,0.0,4.0,4.0,1.0,3.0,5.0,1.0,7.0,2721,24,5.041666666666667,15.202926587301585
990,993504.0,True,41.6,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1196,4,9.75,24.23157894736842
997,779281.0,True,14.947368421052632,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1553,5,12.0,23.624512987012984
1015,951300.0,True,7.294117647058823,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,133,2,6.5,73.6875
1030,758990.0,True,10.473684210526315,0.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1108,5,11.8,43.20313598166539
1032,982574.0,True,18.5,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,835,4,6.0,51.4375
1033,978526.0,True,8.848214285714285,7.0,17.0,6.0,0.0,0.0,0.0,2.0,0.0,12.0,7.0,9.0,2658,28,10.928571428571429,18.942124012683223
1039,933186.0,True,3.833333333333334,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1064,3,4.666666666666667,13.611111111111112
1040,875480.0,True,13.235294117647058,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1769,3,12.333333333333334,14.612535612535615
1059,915352.0,True,7.429925522103512,2.0,7.0,8.0,0.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,2422,13,10.076923076923077,22.195095929711314
1062,1003930.0,True,18.85102189848179,1.0,9.0,6.0,0.0,7.0,3.0,5.0,1.0,0.0,0.0,0.0,2164,11,7.7272727272727275,29.405944055944055
1063,877591.0,True,18.178571428571427,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,526,1,5.0,8.0
1067,954417.0,True,14.11111111111111,0.0,4.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,713,5,9.2,9.977412587412587
1093,786816.0,True,15.958333333333332,5.0,3.0,7.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,5.0,2431,14,13.0,45.145322571517156
1103,919728.0,True,39.47759433962264,1.0,3.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1175,4,11.5,32.718849206349205
1110,652651.0,True,23.103199296727613,7.0,11.0,5.0,0.0,1.0,8.0,1.0,1.0,3.0,6.0,3.0,2602,20,9.75,33.090783466533466
1114,823311.0,True,6.3125,6.0,10.0,3.0,0.0,3.0,1.0,5.0,3.0,4.0,2.0,1.0,2445,18,9.38888888888889,25.697035063701733
1121,1019980.0,True,5.6442062486632345,0.0,15.0,3.0,0.0,3.0,9.0,4.0,2.0,0.0,0.0,0.0,2671,16,7.0,18.934518259518256
1124,965776.0,True,12.46153846153846,1.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,1382,6,8.5,14.712202380952382
1125,902319.0,True,6.54797845490325,1.0,16.0,6.0,0.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,1874,20,9.55,12.544991028708134
1132,984612.0,True,2.5,2.0,7.0,3.0,0.0,0.0,3.0,1.0,1.0,4.0,2.0,1.0,1024,11,7.363636363636363,41.338980716253445
1136,1028148.0,True,10.813484994055099,6.0,4.0,3.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,2032,8,7.125,20.85
1141,782798.0,True,14.942857142857143,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,744,3,10.666666666666666,25.083333333333332
1145,923970.0,True,16.375,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,327,1,4.0,39.25
1147,847728.0,True,21.105263157894736,1.0,8.0,8.0,0.0,0.0,2.0,2.0,2.0,7.0,1.0,3.0,1780,16,8.0625,38.1020391067266
1150,1000004.0,True,15.538461538461538,0.0,5.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1772,7,7.857142857142857,49.84920634920635
1151,942979.0,True,9.15,43.0,2.0,2.0,0.0,0.0,11.0,14.0,13.0,3.0,4.0,2.0,2632,46,13.521739130434783,22.849691407850308
1155,958346.0,True,23.999999999999996,0.0,6.0,9.0,0.0,0.0,0.0,2.0,1.0,8.0,2.0,2.0,2368,14,9.857142857142858,56.412535738933244
1165,917757.0,True,20.46153846153846,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,569,3,13.666666666666666,30.888034188034187
1169,952112.0,True,17.627815773259393,0.0,10.0,2.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,761,9,6.222222222222222,17.27592592592593
1173,812371.0,True,103.40000000000002,1.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2260,4,6.5,107.63541666666667
1181,841251.0,True,11.448275862068966,1.0,1.0,7.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2343,8,13.0,30.782198603125458
1182,757470.0,True,7.111111111111111,0.0,3.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1198,5,9.4,23.572979797979798
1192,870657.0,True,18.4,1.0,7.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,2245,9,10.333333333333334,10.601197558795597
1195,929093.0,True,14.038382899628251,0.0,0.0,6.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,407,4,15.25,30.70113871635611
1206,1051430.0,True,15.675820867873846,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1022,1,14.0,11.142857142857142
1208,889248.0,True,23.429981247069858,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1121,3,9.0,71.2952380952381
1212,671397.0,True,17.09090909090909,2.0,5.0,3.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,2078,9,10.777777777777779,52.80287892934952
1213,698914.0,True,25.666666666666664,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1541,1,4.0,16.5
1230,835537.0,True,3.859408033826638,0.0,30.0,0.0,3.0,11.0,10.0,2.0,3.0,1.0,0.0,0.0,1204,28,5.857142857142857,23.49346655328798
1235,977712.0,True,5.583333333333333,1.0,11.0,2.0,0.0,3.0,5.0,2.0,1.0,1.0,2.0,0.0,1338,13,9.0,15.106954320189613
1252,585732.0,True,13.25,0.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1465,3,7.0,27.604232804232804
1255,988454.0,True,8.304347826086957,0.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,461,3,6.666666666666667,80.28571428571429
1271,1018214.0,True,54.166715614292706,0.0,2.0,4.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2140,4,7.5,43.65170454545455
1277,1034101.0,True,20.337056642544447,0.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,583,3,5.0,41.050000000000004
1285,1008543.0,True,21.818181818181817,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1127,1,15.0,37.86666666666667
1288,442000.0,True,60.375,0.0,7.0,10.0,0.0,1.0,1.0,1.0,2.0,7.0,2.0,3.0,1177,16,8.3125,38.21955550576874
1293,817787.0,True,9.291958041958043,1.0,4.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,1003,6,8.166666666666666,13.754942279942279
1295,821689.0,True,32.6875,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,628,2,6.5,121.10714285714286
1296,1020955.0,True,37.411764705882355,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1066,1,6.0,5.333333333333333
1301,648161.0,True,21.166666666666668,0.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,1098,6,10.166666666666666,48.60870148370148
1305,855775.0,True,26.153846153846153,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,358,1,9.0,51.77777777777778
1311,976340.0,True,19.181818181818187,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,323,1,9.0,24.333333333333332
1312,650862.0,True,8.625,0.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,772,4,10.75,22.200757575757578
1315,974337.0,True,21.27777777777778,0.0,15.0,3.0,0.0,4.0,3.0,1.0,3.0,3.0,0.0,4.0,2281,17,6.176470588235294,20.737388591800357
1321,813590.0,True,9.888888888888888,2.0,18.0,13.0,1.0,2.0,1.0,3.0,5.0,7.0,5.0,9.0,2511,32,8.90625,27.306808295870802
1323,1015485.0,True,28.0,0.0,5.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1178,4,6.5,20.35576923076923
1325,906656.0,True,8.15,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,425,1,6.0,16.333333333333332
1337,984863.0,True,24.0279552715655,0.0,3.0,7.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,0.0,1777,8,6.875,47.35595238095239
1344,788526.0,True,4.0,1.0,20.0,42.0,0.0,1.0,5.0,1.0,3.0,4.0,14.0,35.0,2694,62,12.387096774193548,24.00844755394965
1347,991132.0,True,27.88235294117647,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1862,2,14.0,17.8625
1348,822756.0,True,77.25,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,324,1,4.0,17.5
1354,820243.0,True,59.0,0.0,2.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,649,4,6.5,80.33333333333333
1373,753312.0,True,19.181818181818183,2.0,1.0,5.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,2000,7,13.285714285714286,23.818619872191302
1374,934983.0,True,52.05555555555556,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,442,2,6.0,117.88571428571427
1377,771304.0,True,9.931773729626078,6.0,4.0,8.0,0.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,2514,16,10.3125,55.22413499490705
1380,877610.0,True,50.083333333333336,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1884,1,11.0,90.36363636363636
1382,919147.0,True,12.500000000000002,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,812,1,6.0,14.833333333333334
1392,941980.0,True,26.000000000000004,1.0,3.0,3.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1113,6,12.5,23.762551106301107
1403,777531.0,True,12.476190476190476,1.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1063,4,5.0,54.400000000000006
1408,998852.0,True,5.0,0.0,8.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2053,7,5.285714285714286,34.096428571428575
1409,682628.0,True,22.23973121332576,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1415,2,7.5,27.098214285714285
1417,977913.0,True,3.25,0.0,4.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,2596,6,8.5,14.30462962962963
1418,960291.0,True,12.135073922617174,0.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1850,3,6.333333333333333,19.400000000000002
1421,940655.0,True,13.357142857142858,0.0,5.0,8.0,0.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2730,12,8.416666666666666,40.187385762385766
1422,758563.0,True,13.798123454367593,0.0,8.0,4.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,2700,9,5.0,15.506790123456788
1427,1023647.0,True,10.25,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2347,4,5.0,17.416666666666664
1429,1026362.0,True,27.214285714285715,0.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1351,4,7.0,15.117965367965368
1434,1034423.0,True,5.5625,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,768,1,6.0,49.0
1442,861628.0,True,14.285714285714286,1.0,10.0,6.0,0.0,0.0,2.0,1.0,2.0,3.0,4.0,5.0,2522,16,9.3125,24.65451760410642
1444,962357.0,True,16.833333333333332,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2098,3,6.666666666666667,50.5462962962963
1447,793727.0,True,15.074074074074073,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,702,3,8.333333333333334,30.23492063492063
1449,953612.0,True,21.5,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,251,1,7.0,14.428571428571429
1450,1034192.0,True,3.7142857142857144,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,365,1,4.0,81.75
1456,966911.0,True,22.357142857142858,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2462,3,9.666666666666666,22.592592592592595
1460,1001470.0,True,3.4,0.0,4.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,769,5,7.4,22.085
1462,570935.0,True,4.802083333333334,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,896,1,7.0,12.285714285714286
1463,986611.0,True,14.310344827586206,0.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,2476,6,6.0,30.121693121693124
1464,992497.0,True,31.760846627308137,0.0,2.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1373,5,8.6,40.1
1472,1023837.0,True,85.44444444444444,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,387,3,10.0,22.92063492063492
1473,875887.0,True,12.071428571428573,0.0,4.0,4.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2003,6,10.5,23.170400432900436
1477,966335.0,True,25.1875,5.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2423,7,12.857142857142858,35.5242047426258
1478,1023396.0,True,10.823529411764707,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,821,1,4.0,34.75
1479,983971.0,True,15.599424385138674,0.0,1.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2582,2,15.0,27.31366459627329
1480,997887.0,True,12.818181818181817,0.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,483,4,5.75,11.369047619047619
1482,543735.0,True,14.153846153846155,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1287,1,13.0,36.53846153846154
1484,454278.0,True,14.724468625624523,1.0,9.0,3.0,0.0,4.0,1.0,0.0,1.0,2.0,3.0,2.0,2025,11,8.545454545454545,25.807249838284324
1485,890291.0,True,6.67263986013986,0.0,5.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2709,6,6.166666666666667,23.77976190476191
1486,350486.0,True,4.304347826086956,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,231,1,9.0,10.333333333333334
1488,547455.0,True,10.5,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1512,2,12.0,18.40714285714286
1500,919529.0,True,9.125,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1203,1,9.0,33.111111111111114
1501,797356.0,True,7.450359744069598,0.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2050,4,9.75,25.722140522875815
1513,1035546.0,True,47.857142857142854,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1519,2,7.5,26.96590909090909
1518,1032094.0,True,16.375,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2637,3,7.666666666666667,7.837301587301588
1519,873421.0,True,16.863653273809522,0.0,7.0,4.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0,1.0,1776,9,8.666666666666666,21.132834757834758
1521,610162.0,True,14.46898502700049,0.0,6.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1286,3,8.0,34.82857142857143
1528,993077.0,True,4.666666666666667,0.0,2.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1982,5,8.0,17.40018315018315
1532,984933.0,True,10.078202945221562,2.0,4.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1090,4,13.5,14.62797619047619
1538,998499.0,True,25.583333333333332,0.0,10.0,1.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,1798,10,6.7,12.566547619047622
1542,936655.0,True,7.750000000000001,0.0,6.0,12.0,0.0,0.0,1.0,5.0,3.0,2.0,2.0,5.0,2084,17,9.176470588235293,37.106449509736706
1545,971056.0,True,64.4,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,784,1,21.0,28.428571428571427
1546,908856.0,True,44.35294117647059,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1106,2,8.0,59.86666666666666
1558,614146.0,True,31.5625,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1288,4,8.5,31.45634920634921
1567,798325.0,True,12.1875,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,427,3,5.333333333333333,53.958333333333336
1570,902629.0,True,4.3076923076923075,0.0,13.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,4.0,2562,15,9.733333333333333,17.106982924482924
1573,929207.0,True,26.125,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1623,1,12.0,38.416666666666664
1576,912150.0,True,17.047619047619047,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,590,1,9.0,59.44444444444444
1578,1055634.0,True,10.642857142857142,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,289,1,14.0,14.5
1588,701330.0,True,9.5,0.0,7.0,4.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,1694,10,8.2,25.02956349206349
1592,898347.0,True,12.269608854059257,2.0,9.0,10.0,0.0,0.0,7.0,5.0,4.0,2.0,1.0,2.0,1894,18,7.666666666666667,45.42393177809845
1597,1022557.0,True,39.4,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1359,2,6.5,48.375
1609,836653.0,True,21.333333333333332,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1874,1,8.0,16.375
1610,937041.0,True,32.625,1.0,2.0,6.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,2248,8,10.125,12.621604437229438
1613,930116.0,True,15.000000000000002,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1988,3,12.0,16.74404761904762
1616,1049214.0,True,18.545454545454547,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,978,1,7.0,25.714285714285715
1617,637751.0,True,44.733333333333334,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1379,4,11.75,46.54114583333334
1619,772406.0,True,15.066666666666666,1.0,3.0,4.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,939,7,9.571428571428571,31.141496598639456
1622,1008338.0,True,19.10188679245283,2.0,2.0,4.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,2190,6,13.833333333333334,27.999230399230395
1624,1041646.0,True,15.687499999999998,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,310,1,5.0,10.0
1625,1015982.0,True,39.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2029,3,9.666666666666666,48.58811558811559
1627,672301.0,True,42.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,623,1,21.0,28.38095238095238
1629,921816.0,True,7.937769640082928,4.0,11.0,2.0,0.0,4.0,4.0,2.0,3.0,3.0,0.0,1.0,2506,14,8.571428571428571,15.715511994271393
1635,683169.0,True,6.125,0.0,16.0,3.0,0.0,3.0,1.0,3.0,1.0,6.0,2.0,3.0,2409,18,7.444444444444445,26.92478914035932
1638,822383.0,True,15.75,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,250,4,8.5,47.718253968253975
1640,1020658.0,True,16.482758620689655,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,614,2,4.0,26.0
1644,891188.0,True,9.928571428571429,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,384,3,8.666666666666666,11.177777777777777
1645,921627.0,True,26.35123966942149,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,366,2,4.5,24.475
1652,851640.0,True,3.923076923076923,0.0,6.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2401,8,11.875,34.768592171717174
1657,1029735.0,True,10.130434782608695,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,302,2,8.5,29.40833333333333
1658,852345.0,True,78.875,0.0,3.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,751,6,10.333333333333334,45.88477032227033
1659,663461.0,True,32.857142857142854,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1296,3,13.0,24.556140350877197
1660,881349.0,True,150.0,0.0,5.0,6.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,1108,10,8.6,31.040844988344986
1665,917597.0,True,15.415893511876293,1.0,7.0,3.0,0.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,2477,8,8.375,17.103777472527472
1667,816234.0,True,18.40909090909091,0.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,2457,5,8.8,29.962483660130722
1668,934287.0,True,8.756756756756756,0.0,9.0,4.0,0.0,2.0,1.0,2.0,3.0,4.0,1.0,0.0,2735,12,8.333333333333334,61.45816035816035
1673,692485.0,True,27.41176470588235,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2148,3,11.666666666666666,31.8875
1674,1021751.0,True,39.666666666666664,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,259,1,7.0,37.285714285714285
1675,679985.0,True,18.90909090909091,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,856,3,9.666666666666666,28.578282828282827
1677,1003466.0,True,70.18181818181819,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,378,1,6.0,12.666666666666666
1681,986740.0,True,19.91148873610931,0.0,7.0,7.0,0.0,1.0,2.0,4.0,2.0,4.0,1.0,0.0,2597,11,8.818181818181818,51.111963793781975
1685,959860.0,True,20.428571428571427,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,862,1,8.0,28.875
1687,934523.0,True,13.277777777777779,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,246,1,7.0,28.428571428571427
1690,877007.0,True,17.13603999394031,0.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2641,3,10.0,22.56623931623932
1694,577629.0,True,4.2631578947368425,0.0,5.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1591,5,9.6,15.391176470588238
1695,557720.0,True,13.058823529411764,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,531,3,8.333333333333334,9.330555555555556
1698,937665.0,True,15.045454545454545,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2095,4,11.0,7.020833333333334
1699,822108.0,True,31.9375,1.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,2301,6,6.833333333333333,69.77095959595961
1701,856346.0,True,35.25,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,281,2,5.0,107.4
1702,1023432.0,True,6.7727272727272725,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,392,1,10.0,27.0
1709,1011251.0,True,10.909090909090907,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1139,1,7.0,15.714285714285714
1714,839797.0,True,26.382352941176467,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,307,3,8.0,72.12222222222222
1717,1003174.0,True,25.75,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,142,1,14.0,49.0
1731,975778.0,True,28.35086519718099,1.0,7.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,2585,8,9.875,51.83873106060606
